00:00:00.000 ; TestPlan      ; Start       ; Starting TestPlan 'Untitled*' on 01-09-2015 10:04:19, 1 of 1 TestSteps enabled.
00:00:01.989 ; EXT           ; Verbose     ; SCPI >> LSEQ:EDGE:EORF:LIST:SWIT:STAT ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF [0 ms]
00:00:01.990 ; EXT           ; Verbose     ; SCPI >> OUTP:MOD ON [0 ms]
00:00:01.991 ; EXT           ; Verbose     ; SCPI >> FEED:RF:PORT:INPut RFIn [0 ms]
00:00:01.991 ; EXT           ; Verbose     ; SCPI >> FEED:RF:PORT:OUTPut RFOut [0 ms]
00:00:01.991 ; EXT           ; Verbose     ; SCPI >> MPADapter:STATe ON [0 ms]
00:00:01.992 ; EXT           ; Verbose     ; SCPI >> MPADapter:PORT:OUTPut:BITMap 32 [0 ms]
00:00:01.994 ; DUT           ; Verbose     ; UART >> '31' (EDGE_GPRS_TEST) 
00:00:01.997 ; DUT           ; Verbose     ; UART >> '1 30' (SET_BCCH_ARFCN) 
00:00:01.999 ; DUT           ; Verbose     ; UART >> '2 30' (SET_TCH_ARFCH) 
00:00:02.007 ; DUT           ; Verbose     ; Wait for idle
00:00:02.007 ; DUT           ; Verbose     ; SE-BER: Initialize [13 ms]
00:00:02.011 ; DUT           ; Verbose     ; UART >> '4 3 0' (RECEIVE_SLOT_TSC) 
00:00:02.013 ; DUT           ; Verbose     ; UART >> '14 1 0xff 100 0' (SEBER_MODE) 
00:00:02.018 ; DUT           ; Verbose     ; Wait for idle
00:00:02.018 ; DUT           ; Verbose     ; SE-BER: Start SE-BER mode [6 ms]
00:00:02.318 ; DUT           ; Verbose     ; UART >> '3' (CLEAR_STATUS) 
00:00:02.334 ; DUT           ; Verbose     ; UART <<  [14 ms]
00:00:02.334 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
00:00:02.351 ; DUT           ; Verbose     ; UART <<  [14 ms]
00:00:02.451 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
00:00:02.467 ; DUT           ; Verbose     ; UART <<  [14 ms]
00:00:02.567 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
00:00:02.587 ; DUT           ; Verbose     ; UART <<  [16 ms]
00:00:02.687 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
00:00:02.703 ; DUT           ; Verbose     ; UART <<  [14 ms]
00:00:02.803 ; DUT           ; Warning     ; Failed to sync. Trying anyway.. [785 ms]
00:00:02.803 ; TestStep      ; Verbose     ; Setting up DUTs [811 ms]
00:00:02.804 ; TestPlan      ; Start       ; "Verify GSM Multi RX\Verify GSM TX" started.
00:00:02.816 ; EXT           ; Verbose     ; SCPI >> *CLS [1 ms]
00:00:02.817 ; EXT           ; Verbose     ; SCPI >> :INIT:CONT OFF [1 ms]
00:00:02.817 ; EXT           ; Verbose     ; Using EXT sequence file format version 1.3.0
00:00:02.865 ; EXT           ; Verbose     ; SCPI >> MMEMory:CATalog? "D:\User_My_Documents\Instrument\My Documents\Sequences\" [10 ms]
00:00:02.865 ; EXT           ; Verbose     ; SCPI << 703885312,15024750592,"70aba16fbca8278e988cc4221326644c48672f0a.txt,,820","e0056715d0126d3e7ef61f8f1344c60b48133135.txt,,791"
00:00:02.865 ; EXT           ; Verbose     ; Skipping sequence file uploading (an identical file has been previously uploaded)
00:00:02.866 ; EXT           ; Verbose     ; SCPI >> MMEMory:LOAD:SEQ:SAAL "D:\User_My_Documents\Instrument\My Documents\Sequences\e0056715d0126d3e7ef61f8f1344c60b48133135.txt" [1 ms]
00:00:02.866 ; EXT           ; Information ; Sequence loaded [51 ms]
00:00:02.867 ; EXT           ; Verbose     ; SCPI >> FEED:RF:PORT:INPut RFIn [1 ms]
00:00:02.868 ; EXT           ; Verbose     ; SCPI >> FEED:RF:PORT:OUTPut RFOut [1 ms]
00:00:02.869 ; EXT           ; Verbose     ; SCPI >> MPADapter:STATe ON [1 ms]
00:00:02.870 ; EXT           ; Verbose     ; SCPI >> MPADapter:PORT:INPut RFIO5 [0 ms]
00:00:02.871 ; EXT           ; Verbose     ; SCPI >> *CLS [0 ms]
00:00:02.871 ; EXT           ; Verbose     ; SCPI >> INITiate:RESTart [0 ms]
00:00:02.913 ; EXT           ; Verbose     ; Waiting for trigger arm (Status: Measuring)
00:00:02.924 ; EXT           ; Verbose     ; Waiting for trigger arm (Status: Measuring, WaitingForTrigger)
00:00:02.924 ; EXT           ; Information ; Sequencer armed. [53 ms]
00:00:02.936 ; EXT           ; Verbose     ; Waiting for measurement (Status: Measuring, WaitingForTrigger)
00:00:03.680 ; EXT           ; Verbose     ; Instrument triggered. [755 ms]
00:00:03.680 ; EXT           ; Verbose     ; Waiting for measurement (Status: Idle)
00:00:03.682 ; EXT           ; Verbose     ; SCPI >> STAT:QUES:INT:COND? [2 ms]
00:00:03.682 ; EXT           ; Verbose     ; SCPI << 0
00:00:03.696 ; EXT           ; Verbose     ; Measurement completed. [2 ms]
00:00:03.705 ; EXT           ; Verbose     ; SCPI >> FETCh:LSEQ? [7 ms]
00:00:03.705 ; EXT           ; Verbose     ; SCPI << 3.120000000E+02,1.000000000E+00,0.000000000E+00,1.000000000E+00,0.000000000E+00,1.000000000E+00,0.000000000E+00,1.120000000E+02,0.000000000E+00,3.900000000E+01,0.000000000E+00,2.866511726E+01,2.866511726E+01,1.092000020E-04,6.510000094E-04,3.810507187E-04,5.543999723E-04,2.902128601E+01,-8.598604584E+01,-9.787133932E-01,-9.990000000E+02,0.000000000E+00,0.000000000E+00,-9.990000000E+02,-8.266378021E+01,-4.317815399E+01,-1.301768303E+01,-4.853276908E-01,-2.876142561E-01,-1.864447445E-01,-5.534034967E-02,-5.128165707E-02,2.651039883E-02,-1.631573677E+01,-7.813399506E+01,-8.279818726E+01,-8.266378021E+01,-4.317815399E+01,-1.301768303E+01,-4.853276908E-01,-2.876142561E-01,-1.864447445E-01,-5.534034967E-02,-5.128165707E-02,2.651039883E-02,-1.631573677E+01,-7.813399506E+01,-8.279818726E+01,2.866511726E+01,0.000000000E+00,2.420000000E+02,0.000000000E+00,0.000000000E+00,1.931028748E+01,0.000000000E+00,1.931028748E+01,-8.671056747E+00,1.063923073E+01,-5.424106598E+00,1.388618088E+01,-3.370629120E+01,-1.439600277E+01,-3.763920212E+01,-1.832891273E+01,-4.827482605E+01,-2.896454048E+01,-4.427701187E+01,-2.496672249E+01,-6.852410126E+01,-4.921380997E+01,-6.655505371E+01,-4.724476624E+01,-7.495930481E+01,-5.564901733E+01,-7.789343262E+01,-5.858314133E+01,-7.771569824E+01,-5.840540695E+01,-7.897995758E+01,-5.966966629E+01,-8.005006409E+01,-6.073977661E+01,-7.818148804E+01,-5.887120438E+01,-8.043877411E+01,-6.112849045E+01,-8.181547546E+01,-6.250518799E+01,-8.315633392E+01,-6.384604645E+01,-8.430909729E+01,-6.499880981E+01,-8.468177032E+01,-6.537148285E+01,-8.205268097E+01,-6.274238968E+01,-7.922332001E+01,-5.991302872E+01,-7.825585938E+01,-5.894557190E+01,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,0.000000000E+00,2.832771111E+01,0.000000000E+00,2.832771111E+01,9.91E+37,-3.647382736E+01,9.91E+37,-3.935878372E+01,9.91E+37,-3.858277893E+01,9.91E+37,-4.466765213E+01,9.91E+37,-3.979567337E+01,9.91E+37,-4.652408600E+01,9.91E+37,-4.416251373E+01,9.91E+37,-5.141793823E+01,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,-9.171056747E+00,-5.924106598E+00,5.000000000E-01,-3.600000000E+01,-3.706290722E+00,-7.639200687E+00,-3.000000000E+01,-3.600000000E+01,-1.527482796E+01,-1.127700996E+01,-3.300000000E+01,-3.600000000E+01,-1.321381187E+01,-1.124476433E+01,-6.000000000E+01,-3.600000000E+01,-1.495930672E+01,-1.789343071E+01,-6.000000000E+01,-5.100000000E+01,-1.771569633E+01,-1.897995567E+01,-6.000000000E+01,-5.100000000E+01,-2.005006409E+01,-1.818149185E+01,-6.000000000E+01,-5.100000000E+01,-2.043877792E+01,-2.181547737E+01,-6.000000000E+01,-5.100000000E+01,-2.315633392E+01,-2.430910110E+01,-6.000000000E+01,-5.100000000E+01,-2.468177032E+01,-2.205267715E+01,-6.000000000E+01,-5.100000000E+01,-1.622331810E+01,-1.525586128E+01,-6.300000000E+01,-4.600000000E+01,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,-1.347382832E+01,-1.635878372E+01,9.91E+37,-2.300000000E+01,-1.324663639E+01,-1.933150673E+01,9.91E+37,-2.533614349E+01,-1.412338352E+01,-2.085179710E+01,9.91E+37,-2.567228889E+01,-1.549022388E+01,-2.274564934E+01,9.91E+37,-2.867228889E+01,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,9.91E+37,7.000000000E+00,0.000000000E+00,1.700000000E+01,1.000000000E+00,0.000000000E+00,0.000000000E+00,1.000000000E+00,5.671672225E-01,5.671672225E-01,2.206995487E+00,2.206995487E+00,5.000000000E+00,5.000000000E+00,-2.256976318E+02,-2.256976318E+02,-6.114399719E+01,-6.114399719E+01,2.804058313E-04,2.804058313E-04,0.000000000E+00
00:00:03.739 ; EXT           ; Verbose     ; SCPI >> SERV:LSEQ:SIQD:NUMB:ACQ? [1 ms]
00:00:03.739 ; EXT           ; Verbose     ; SCPI << 0
00:00:03.744 ; Result        ; Information ; TX Power:
00:00:03.745 ; Result        ; Information ;   Average power          : 28,67 dBm    20  -------------------------|-----    30
00:00:03.745 ; Result        ; Information ;   Power vs. Time         : Pass
00:00:03.746 ; Result        ; Information ; Modulation Spectrum:
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum -1800kHz :-79,22 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum -1600kHz :-84,68 dBc   -90  -|-----------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum -1400kHz :-83,16 dBc   -90  --|----------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum -1200kHz :-80,44 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum -1000kHz :-80,05 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  -800kHz :-77,72 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  -600kHz :-74,96 dBc   -90  ----|--------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  -400kHz :-68,52 dBc   -90  ------|------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  -250kHz :-48,27 dBc   -90  -------------|-----------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  -200kHz :-33,71 dBc   -90  -----------------|-------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  -100kHz : -8,67 dBc   -90  -------------------------|-----     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum   100kHz : -5,42 dBc   -90  --------------------------|----     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum   200kHz :-37,64 dBc   -90  ----------------|--------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum   250kHz :-44,28 dBc   -90  --------------|----------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum   400kHz :-66,56 dBc   -90  -------|-----------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum   600kHz :-77,89 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum   800kHz :-78,98 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  1000kHz :-78,18 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  1200kHz :-81,82 dBc   -90  --|----------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  1400kHz :-84,31 dBc   -90  -|-----------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  1600kHz :-82,05 dBc   -90  --|----------------------------     5
00:00:03.747 ; Result        ; Information ;   Mod. Spectrum  1800kHz :-78,26 dBc   -90  ---|---------------------------     5
00:00:03.747 ; Result        ; Information ; Switching Spectrum:
00:00:03.747 ; Result        ; Information ;   Sw. Spectrum -1800kHz  :-44,16 dBm   -65  ------|------------------------    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum -1200kHz  :-39,80 dBm   -65  -------|-----------------------    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum  -600kHz  :-38,58 dBm   -65  --------|----------------------    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum  -400kHz  :-36,47 dBm   -65  ---------|---------------------    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum     0kHz  : 28,33 dBm   -65  -----------------------------|-    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum   400kHz  :-39,36 dBm   -65  --------|----------------------    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum   600kHz  :-44,67 dBm   -65  ------|------------------------    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum  1200kHz  :-46,52 dBm   -65  -----|-------------------------    30
00:00:03.748 ; Result        ; Information ;   Sw. Spectrum  1800kHz  :-51,42 dBm   -65  ----|--------------------------    30
00:00:03.748 ; Result        ; Information ; Phase and frequency:
00:00:03.748 ; Result        ; Information ;   Average freq error     :-225,70 Hz    -50  <------------------------------    50  Fail
00:00:03.748 ; Result        ; Information ;   RMS Phase Error        :  0,57 deg     0  ---|---------------------------     5
00:00:03.748 ; Result        ; Information ;   Peak Phase Error       :  2,21 deg     0  ----|--------------------------    15
00:00:03.749 ; TestPlan      ; Stop        ; "Verify GSM Multi RX\Verify GSM TX" completed with verdict 'Fail'. [945 ms]
00:00:03.749 ; TestStep      ; Verbose     ; TX measurements
00:00:03.752 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
00:00:03.790 ; DUT           ; Verbose     ; UART << ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN    EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SET_BCCH_ARFCN SET_BCCH_ARFCN: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SET_TCH_ARFCH SET_TCH_ARFCH: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     RECEIVE_SLOT_TSC RECEIVE_SLOT_TSC: OK ACK EXIT: NOK ACK  Current version supports commands below:     (for help, enter "? <XX>", where XX is the command number ********EDGE_GPRS_TEST Menu:******** 0  EXIT               12 MELM_LIST_ADD     1  SET_BCCH_ARFCN     13 MELM_EDGE_START   2  SET_TCH_ARFCH      14 SEBER_MODE        3  CLEAR_STATUS       15 SEBER_STATUS      4  RECEIVE_SLOT_TSC   16 GPRS_1_UP_1_DN    5  IDLE_MODE          17 GPRS_2_UP_2_DN    6  REDUCED_EDGE_MODE  18 GPRS_1_UP_3_DN    7  REDUCED_GPRS_MODE  19 GPRS_1_UP_4_DN    8  REDUCED_CS_MODE    20 EDGE_1_UP_1_DN    9  CHANNEL_RELEASE    21 EDGE_2_UP_2_DN    10 RXLEV              22 EDGE_1_UP_3_DN    11 MELM_LIST_RESET    23 EDGE_1_UP_4_DN     SEBER_MODE  [34 ms]
00:00:03.889 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
00:00:03.905 ; DUT           ; Verbose     ; UART <<  [13 ms]
00:00:04.005 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
00:00:04.023 ; DUT           ; Verbose     ; UART <<  [14 ms]
00:00:04.123 ; DUT           ; Verbose     ; UART >> '15' (SEBER_STATUS) 
